area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
047058001,ROI small area,"Cork, Cloyne and Ross",047058001,0,2,0,325
047183002,ROI small area,"Cork, Cloyne and Ross",047183002,1,1,0,348
047226001,ROI small area,"Cork, Cloyne and Ross",047226001,1,0,0,467
047067001,ROI small area,"Cork, Cloyne and Ross",047067001,1,1,5,332
047244005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047028005,ROI small area,"Cork, Cloyne and Ross",047028005,0,1,0,279
047262002,ROI small area,"Cork, Cloyne and Ross",047262002,0,0,0,211
047250001,ROI small area,"Cork, Cloyne and Ross",047250001,0,4,12,433
047193001,ROI small area,"Cork, Cloyne and Ross",047193001,0,4,0,303
047153002,ROI small area,"Cork, Cloyne and Ross",047153002,0,2,7,363
047153001,ROI small area,"Cork, Cloyne and Ross",047153001,0,0,0,346
047224001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047053001,ROI small area,"Cork, Cloyne and Ross",047053001,3,0,3,286
047075003,ROI small area,"Cork, Cloyne and Ross",047075003,0,2,2,290
047075001,ROI small area,"Cork, Cloyne and Ross",047075001,0,0,2,299
047203001,ROI small area,"Cork, Cloyne and Ross",047203001,0,0,1,314
047162001,ROI small area,"Cork, Cloyne and Ross",047162001,0,0,0,206
047121001,ROI small area,"Tuam, Limerick and Killaloe",047121001,0,0,0,265
077054005,ROI small area,"Tuam, Limerick and Killaloe",077054005,0,1,0,317
077135001,ROI small area,"Tuam, Limerick and Killaloe",077135001,0,0,0,279
077063001,ROI small area,"Tuam, Limerick and Killaloe",077063001,0,1,0,200
077135002,ROI small area,"Tuam, Limerick and Killaloe",077135002,0,0,0,205
047228001,ROI small area,"Tuam, Limerick and Killaloe",047228001,1,0,0,189
047130002,ROI small area,"Tuam, Limerick and Killaloe",047130002,0,0,1,207
047130001,ROI small area,"Tuam, Limerick and Killaloe",047130001,2,0,0,253
047118001,ROI small area,"Cork, Cloyne and Ross",047118001,0,0,0,203
047055003/047055004,ROI small area,"Tuam, Limerick and Killaloe",047055003/047055004,4,5,0,212
047252002,ROI small area,"Tuam, Limerick and Killaloe",047252002,0,0,1,179
047029001,ROI small area,"Tuam, Limerick and Killaloe",047029001,1,0,1,288
047109001,ROI small area,"Tuam, Limerick and Killaloe",047109001,1,0,1,393
047179001,ROI small area,"Tuam, Limerick and Killaloe",047179001,0,0,1,360
047170001,ROI small area,"Tuam, Limerick and Killaloe",047170001,0,1,2,308
077139001,ROI small area,"Tuam, Limerick and Killaloe",077139001,0,0,0,169
077012001,ROI small area,"Tuam, Limerick and Killaloe",077012001,0,1,3,274
077078009,ROI small area,"Tuam, Limerick and Killaloe",077078009,3,1,5,108
077040001,ROI small area,"Tuam, Limerick and Killaloe",077040001,0,0,0,120
077099002,ROI small area,"Tuam, Limerick and Killaloe",077099002,0,0,0,207
077088001,ROI small area,"Tuam, Limerick and Killaloe",077088001,0,0,0,131
077120001,ROI small area,"Tuam, Limerick and Killaloe",077120001,0,1,1,109
077120002,ROI small area,"Tuam, Limerick and Killaloe",077120002,0,1,2,144
157121001,ROI small area,"Tuam, Limerick and Killaloe",157121001,0,0,0,138
157092001,ROI small area,"Tuam, Limerick and Killaloe",157092001,0,0,1,238
157093001,ROI small area,"Tuam, Limerick and Killaloe",157093001,0,0,0,102
157022001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207051001,ROI small area,"Tuam, Limerick and Killaloe",207051001,0,0,3,218
207016001,ROI small area,"Tuam, Limerick and Killaloe",207016001,0,0,0,101
207045001,ROI small area,"Tuam, Limerick and Killaloe",207045001,3,0,1,204
207063001/207075001,ROI small area,"Tuam, Limerick and Killaloe",207063001/207075001,0,0,0,241
207027001/207027003/207027004,ROI small area,"Kilmore, Elphin and Ardagh",207027001/207027003/207027004,1,0,0,232
137048001,ROI small area,"Kilmore, Elphin and Ardagh",137048001,0,0,2,215
197062001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207049002,ROI small area,"Tuam, Limerick and Killaloe",207049002,0,0,0,191
117071001,ROI small area,"Kilmore, Elphin and Ardagh",117071001,1,0,3,217
237045001,ROI small area,Meath and Kildare,237045001,0,0,7,378
117007001/117040001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
077043002/077043006,ROI small area,"Tuam, Limerick and Killaloe",077043002/077043006,0,0,0,140
077047002,ROI small area,"Tuam, Limerick and Killaloe",077047002,0,0,1,282
077091001,ROI small area,"Tuam, Limerick and Killaloe",077091001,1,5,0,356
077019001,ROI small area,"Tuam, Limerick and Killaloe",077019001,0,0,1,196
077068002,ROI small area,"Tuam, Limerick and Killaloe",077068002,0,4,3,370
077031002,ROI small area,"Tuam, Limerick and Killaloe",077031002,0,0,0,313
077138005,ROI small area,"Tuam, Limerick and Killaloe",077138005,3,0,0,139
077119001,ROI small area,"Tuam, Limerick and Killaloe",077119001,0,0,0,302
077103001,ROI small area,"Tuam, Limerick and Killaloe",077103001,0,0,1,196
077054004,ROI small area,"Tuam, Limerick and Killaloe",077054004,0,0,1,252
077103004,ROI small area,"Tuam, Limerick and Killaloe",077103004,0,0,4,193
077151002,ROI small area,"Tuam, Limerick and Killaloe",077151002,0,0,1,253
077111001,ROI small area,"Tuam, Limerick and Killaloe",077111001,0,4,1,257
077160025,ROI small area,"Tuam, Limerick and Killaloe",077160025,1,4,7,333
077025004,ROI small area,"Tuam, Limerick and Killaloe",077025004,0,4,0,361
077004004,ROI small area,"Tuam, Limerick and Killaloe",077004004,0,0,0,325
077001003,ROI small area,"Tuam, Limerick and Killaloe",077001003,0,1,3,185
077144002,ROI small area,"Tuam, Limerick and Killaloe",077144002,0,0,3,235
077094001,ROI small area,"Tuam, Limerick and Killaloe",077094001,0,0,0,232
077044002,ROI small area,"Tuam, Limerick and Killaloe",077044002,0,2,0,224
077017001,ROI small area,"Tuam, Limerick and Killaloe",077017001,2,0,2,368
077143001,ROI small area,"Tuam, Limerick and Killaloe",077143001,0,0,1,166
077113001,ROI small area,"Tuam, Limerick and Killaloe",077113001,0,0,0,226
077121002,ROI small area,"Tuam, Limerick and Killaloe",077121002,0,0,0,207
077118001,ROI small area,"Tuam, Limerick and Killaloe",077118001,1,0,0,190
077118003,ROI small area,"Tuam, Limerick and Killaloe",077118003,0,0,0,264
047131001,ROI small area,"Cork, Cloyne and Ross",047131001,2,0,7,234
047047001,ROI small area,"Cork, Cloyne and Ross",047047001,0,0,0,171
047113002,ROI small area,"Cork, Cloyne and Ross",047113002,0,0,1,158
047049001,ROI small area,"Cork, Cloyne and Ross",047049001,0,1,0,272
047048001,ROI small area,"Cork, Cloyne and Ross",047048001,0,0,0,173
047167002,ROI small area,"Cork, Cloyne and Ross",047167002,0,0,0,247
047092001,ROI small area,"Cork, Cloyne and Ross",047092001,0,0,0,209
047176002,ROI small area,"Cork, Cloyne and Ross",047176002,0,0,0,242
047127001,ROI small area,"Cork, Cloyne and Ross",047127001,0,0,0,226
047066001,ROI small area,"Cork, Cloyne and Ross",047066001,1,5,3,301
047074002,ROI small area,"Cork, Cloyne and Ross",047074002,0,0,4,192
047074001,ROI small area,"Cork, Cloyne and Ross",047074001,0,0,0,278
047301001,ROI small area,"Cork, Cloyne and Ross",047301001,0,5,1,293
047051001,ROI small area,"Cork, Cloyne and Ross",047051001,0,5,4,298
047264001,ROI small area,"Cork, Cloyne and Ross",047264001,0,0,0,233
047301002,ROI small area,"Cork, Cloyne and Ross",047301002,0,4,5,326
047172001,ROI small area,"Cork, Cloyne and Ross",047172001,0,1,6,274
047176001,ROI small area,"Cork, Cloyne and Ross",047176001,0,0,5,187
047242003,ROI small area,"Cork, Cloyne and Ross",047242003,0,2,0,318
047242001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047249001,ROI small area,"Cork, Cloyne and Ross",047249001,0,0,6,271
047006001,ROI small area,"Cork, Cloyne and Ross",047006001,0,0,1,276
127035001,ROI small area,"Tuam, Limerick and Killaloe",127035001,0,0,0,298
037106001,ROI small area,"Tuam, Limerick and Killaloe",037106001,0,0,0,218
037094001,ROI small area,"Tuam, Limerick and Killaloe",037094001,0,0,0,259
037139001,ROI small area,"Tuam, Limerick and Killaloe",037139001,2,2,0,199
037093001,ROI small area,"Tuam, Limerick and Killaloe",037093001,0,0,0,235
037019001,ROI small area,"Tuam, Limerick and Killaloe",037019001,0,0,4,219
037066002,ROI small area,"Tuam, Limerick and Killaloe",037066002,0,0,0,210
037076002,ROI small area,"Tuam, Limerick and Killaloe",037076002,0,0,0,154
037112002,ROI small area,"Tuam, Limerick and Killaloe",037112002,0,0,1,424
037030002,ROI small area,"Tuam, Limerick and Killaloe",037030002,0,0,2,458
037030001,ROI small area,"Tuam, Limerick and Killaloe",037030001,0,0,0,232
127085001,ROI small area,"Tuam, Limerick and Killaloe",127085001,2,0,4,342
127043002,ROI small area,"Tuam, Limerick and Killaloe",127043002,0,1,0,193
127043001,ROI small area,"Tuam, Limerick and Killaloe",127043001,0,2,1,253
037071002,ROI small area,"Tuam, Limerick and Killaloe",037071002,0,0,0,183
037010001,ROI small area,"Tuam, Limerick and Killaloe",037010001,0,1,0,222
037114002,ROI small area,"Tuam, Limerick and Killaloe",037114002,0,0,4,408
047010001,ROI small area,"Cork, Cloyne and Ross",047010001,0,0,4,347
047103001,ROI small area,"Cork, Cloyne and Ross",047103001,1,2,3,201
047205001/047205003,ROI small area,"Cork, Cloyne and Ross",047205001/047205003,0,0,2,255
047103003,ROI small area,"Cork, Cloyne and Ross",047103003,1,0,4,302
047322003,ROI small area,"Cork, Cloyne and Ross",047322003,1,8,1,373
227064001,ROI small area,"Cork, Cloyne and Ross",227064001,0,0,1,186
227047001,ROI small area,"Cork, Cloyne and Ross",227047001,1,0,3,372
227087001,ROI small area,"Cork, Cloyne and Ross",227087001,1,0,0,228
227053001,ROI small area,"Cork, Cloyne and Ross",227053001,0,0,5,228
227022002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
227022001,ROI small area,"Cork, Cloyne and Ross",227022001,0,0,0,253
227046001,ROI small area,"Cork, Cloyne and Ross",227046001,0,1,1,230
227029001,ROI small area,"Cork, Cloyne and Ross",227029001,0,0,0,237
047195002,ROI small area,"Cork, Cloyne and Ross",047195002,0,0,2,363
047278002,ROI small area,"Cork, Cloyne and Ross",047278002,0,1,6,384
047158002,ROI small area,"Cork, Cloyne and Ross",047158002,0,0,0,196
047218007,ROI small area,"Cork, Cloyne and Ross",047218007,0,0,0,175
047218006,ROI small area,"Cork, Cloyne and Ross",047218006,2,1,6,265
047237001,ROI small area,"Cork, Cloyne and Ross",047237001,0,0,1,373
047227001,ROI small area,"Cork, Cloyne and Ross",047227001,0,1,5,218
047227004,ROI small area,"Cork, Cloyne and Ross",047227004,0,2,4,269
047122001,ROI small area,"Cork, Cloyne and Ross",047122001,0,2,1,402
227086001,ROI small area,"Cork, Cloyne and Ross",227086001,0,6,0,288
227063001,ROI small area,"Cork, Cloyne and Ross",227063001,0,1,4,229
047227002,ROI small area,"Cork, Cloyne and Ross",047227002,0,0,6,266
227067001/227067003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047080001,ROI small area,"Cork, Cloyne and Ross",047080001,0,0,1,217
227068001,ROI small area,"Cork, Cloyne and Ross",227068001,0,0,3,227
227021001,ROI small area,"Cork, Cloyne and Ross",227021001,0,0,0,214
227044001,ROI small area,"Cork, Cloyne and Ross",227044001,0,2,1,212
227004001,ROI small area,"Cork, Cloyne and Ross",227004001,0,1,6,321
047128002,ROI small area,"Cork, Cloyne and Ross",047128002,0,0,1,231
047258002,ROI small area,"Cork, Cloyne and Ross",047258002,0,0,0,269
047258001,ROI small area,"Cork, Cloyne and Ross",047258001,1,1,6,246
047307001,ROI small area,"Cork, Cloyne and Ross",047307001,0,0,0,336
127055002,ROI small area,"Cork, Cloyne and Ross",127055002,0,0,1,181
047020001,ROI small area,"Cork, Cloyne and Ross",047020001,0,0,0,314
047258020,ROI small area,"Cork, Cloyne and Ross",047258020,0,1,2,277
127093001,ROI small area,"Cork, Cloyne and Ross",127093001,1,0,0,295
127104001,ROI small area,"Cork, Cloyne and Ross",127104001,0,0,0,237
127086001,ROI small area,"Cork, Cloyne and Ross",127086001,0,1,2,259
047166001,ROI small area,"Cork, Cloyne and Ross",047166001,0,0,0,318
217024002,ROI small area,"Cork, Cloyne and Ross",217024002,5,1,3,215
217024001,ROI small area,"Cork, Cloyne and Ross",217024001,0,0,0,161
217048002,ROI small area,"Cork, Cloyne and Ross",217048002,0,0,0,163
217060001,ROI small area,"Cork, Cloyne and Ross",217060001,0,1,1,370
037144001,ROI small area,"Tuam, Limerick and Killaloe",037144001,0,0,0,155
037075001,ROI small area,"Tuam, Limerick and Killaloe",037075001,0,1,3,245
037129001,ROI small area,"Tuam, Limerick and Killaloe",037129001,0,1,5,105
037141001,ROI small area,"Tuam, Limerick and Killaloe",037141001,1,1,0,166
037141002,ROI small area,"Tuam, Limerick and Killaloe",037141002,0,0,3,256
037045001,ROI small area,"Tuam, Limerick and Killaloe",037045001,5,0,0,188
037088001,ROI small area,"Tuam, Limerick and Killaloe",037088001,0,1,3,329
037042002,ROI small area,"Tuam, Limerick and Killaloe",037042002,1,0,0,161
037025001,ROI small area,"Tuam, Limerick and Killaloe",037025001,0,0,0,71
067041002/067041003,ROI small area,"Tuam, Limerick and Killaloe",067041002/067041003,0,0,0,89
067087001/067087002,ROI small area,"Tuam, Limerick and Killaloe",067087001/067087002,0,1,0,85
067155004,ROI small area,"Tuam, Limerick and Killaloe",067155004,0,0,0,129
067155002,ROI small area,"Tuam, Limerick and Killaloe",067155002,0,1,1,282
067094001,ROI small area,"Tuam, Limerick and Killaloe",067094001,0,0,0,118
067194003/067194005,ROI small area,"Tuam, Limerick and Killaloe",067194003/067194005,0,1,3,98
067102005,ROI small area,"Tuam, Limerick and Killaloe",067102005,1,0,2,275
067200002/067200003,ROI small area,"Tuam, Limerick and Killaloe",067200002/067200003,0,0,0,112
067102001/067102006,ROI small area,"Tuam, Limerick and Killaloe",067102001/067102006,0,0,2,291
067074010/067074013,ROI small area,"Tuam, Limerick and Killaloe",067074010/067074013,0,0,1,217
067122001,ROI small area,"Tuam, Limerick and Killaloe",067122001,0,2,1,292
067200001/067200005,ROI small area,"Tuam, Limerick and Killaloe",067200001/067200005,0,3,1,226
067214001/067214006,ROI small area,"Tuam, Limerick and Killaloe",067214001/067214006,1,0,0,153
067214002/067214005,ROI small area,"Tuam, Limerick and Killaloe",067214002/067214005,0,0,0,94
067182003/067182004/067182005,ROI small area,"Tuam, Limerick and Killaloe",067182003/067182004/067182005,2,13,1,87
067186002,ROI small area,"Tuam, Limerick and Killaloe",067186002,0,0,1,136
067044002,ROI small area,"Tuam, Limerick and Killaloe",067044002,0,4,1,165
047219001,ROI small area,"Tuam, Limerick and Killaloe",047219001,1,0,0,212
047099001,ROI small area,"Tuam, Limerick and Killaloe",047099001,0,0,0,146
047098001,ROI small area,"Tuam, Limerick and Killaloe",047098001,0,0,1,205
077083002,ROI small area,"Tuam, Limerick and Killaloe",077083002,1,1,1,167
077083001,ROI small area,"Tuam, Limerick and Killaloe",077083001,0,1,1,198
127112002,ROI small area,"Tuam, Limerick and Killaloe",127112002,0,0,0,247
047225001,ROI small area,"Tuam, Limerick and Killaloe",047225001,0,0,1,177
047044001,ROI small area,"Tuam, Limerick and Killaloe",047044001,0,1,0,241
047161002,ROI small area,"Tuam, Limerick and Killaloe",047161002,0,0,2,194
047161001,ROI small area,"Tuam, Limerick and Killaloe",047161001,0,0,1,221
047043001,ROI small area,"Tuam, Limerick and Killaloe",047043001,0,0,0,255
047196001,ROI small area,"Cork, Cloyne and Ross",047196001,2,6,2,226
047299001,ROI small area,"Cork, Cloyne and Ross",047299001,0,0,0,107
047012002,ROI small area,"Cork, Cloyne and Ross",047012002,0,1,2,270
127021001,ROI small area,"Cork, Cloyne and Ross",127021001,1,0,1,222
047196003,ROI small area,"Cork, Cloyne and Ross",047196003,0,0,0,186
127119001,ROI small area,"Cork, Cloyne and Ross",127119001,0,0,0,217
127092001,ROI small area,"Cork, Cloyne and Ross",127092001,1,1,1,219
127057001,ROI small area,"Cork, Cloyne and Ross",127057001,0,1,0,361
077024002,ROI small area,"Tuam, Limerick and Killaloe",077024002,0,1,0,341
077090002,ROI small area,"Tuam, Limerick and Killaloe",077090002,0,0,0,176
077020001/077020008,ROI small area,"Tuam, Limerick and Killaloe",077020001/077020008,0,0,0,199
037070002/037070003,ROI small area,"Tuam, Limerick and Killaloe",037070002/037070003,0,0,0,134
077100001,ROI small area,"Tuam, Limerick and Killaloe",077100001,0,1,0,223
077093002,ROI small area,"Tuam, Limerick and Killaloe",077093002,2,2,2,355
077107002,ROI small area,"Tuam, Limerick and Killaloe",077107002,1,0,2,227
077046003,ROI small area,"Tuam, Limerick and Killaloe",077046003,0,0,0,231
077107001/077107003,ROI small area,"Tuam, Limerick and Killaloe",077107001/077107003,2,1,7,246
077069002,ROI small area,"Tuam, Limerick and Killaloe",077069002,0,0,2,195
077096003,ROI small area,"Tuam, Limerick and Killaloe",077096003,0,0,0,307
077048001,ROI small area,"Tuam, Limerick and Killaloe",077048001,0,3,1,133
077155001,ROI small area,"Tuam, Limerick and Killaloe",077155001,0,1,3,218
077032001,ROI small area,"Tuam, Limerick and Killaloe",077032001,0,0,1,139
077043004,ROI small area,"Tuam, Limerick and Killaloe",077043004,0,0,3,135
077098001,ROI small area,"Tuam, Limerick and Killaloe",077098001,0,0,0,275
077117001,ROI small area,"Tuam, Limerick and Killaloe",077117001,0,2,2,209
077028001,ROI small area,"Tuam, Limerick and Killaloe",077028001,0,1,0,166
127024002,ROI small area,"Tuam, Limerick and Killaloe",127024002,0,0,5,208
127016002,ROI small area,"Tuam, Limerick and Killaloe",127016002,0,0,0,215
127089001,ROI small area,"Tuam, Limerick and Killaloe",127089001,0,0,0,201
127078001,ROI small area,"Tuam, Limerick and Killaloe",127078001,0,0,1,244
127096001,ROI small area,"Tuam, Limerick and Killaloe",127096001,0,0,0,185
127089002,ROI small area,"Tuam, Limerick and Killaloe",127089002,0,0,1,229
127080002,ROI small area,"Tuam, Limerick and Killaloe",127080002,0,6,0,263
037089001,ROI small area,"Tuam, Limerick and Killaloe",037089001,0,0,0,136
127071001,ROI small area,"Tuam, Limerick and Killaloe",127071001,0,0,0,227
127099001,ROI small area,"Tuam, Limerick and Killaloe",127099001,4,0,1,255
127099002,ROI small area,"Tuam, Limerick and Killaloe",127099002,0,6,0,294
127064002,ROI small area,"Tuam, Limerick and Killaloe",127064002,0,2,1,245
127064001,ROI small area,"Tuam, Limerick and Killaloe",127064001,0,0,0,242
127132002,ROI small area,"Tuam, Limerick and Killaloe",127132002,0,4,3,261
127107001,ROI small area,"Tuam, Limerick and Killaloe",127107001,0,0,1,275
127114001,ROI small area,"Tuam, Limerick and Killaloe",127114001,0,1,0,233
127010002,ROI small area,"Tuam, Limerick and Killaloe",127010002,0,0,4,333
127009002,ROI small area,"Tuam, Limerick and Killaloe",127009002,0,3,1,265
127087001,ROI small area,"Tuam, Limerick and Killaloe",127087001,0,6,8,406
047268003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
127015002,ROI small area,"Cork, Cloyne and Ross",127015002,0,0,0,161
127048001,ROI small area,"Cork, Cloyne and Ross",127048001,1,0,0,237
127048002,ROI small area,"Cork, Cloyne and Ross",127048002,1,0,0,280
127042001,ROI small area,"Tuam, Limerick and Killaloe",127042001,0,7,4,178
