area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
047262001,ROI small area,"Cork, Cloyne and Ross",047262001,214,9,38,7
047191001,ROI small area,"Cork, Cloyne and Ross",047191001,292,13,22,6
047058001,ROI small area,"Cork, Cloyne and Ross",047058001,267,37,28,9
047183002,ROI small area,"Cork, Cloyne and Ross",047183002,273,35,40,3
047226001,ROI small area,"Cork, Cloyne and Ross",047226001,393,28,48,8
047067001,ROI small area,"Cork, Cloyne and Ross",047067001,278,12,56,11
047244005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047028005,ROI small area,"Cork, Cloyne and Ross",047028005,240,13,28,5
047262002,ROI small area,"Cork, Cloyne and Ross",047262002,185,5,21,11
047250001,ROI small area,"Cork, Cloyne and Ross",047250001,364,10,82,3
047193001,ROI small area,"Cork, Cloyne and Ross",047193001,293,4,11,6
047153002,ROI small area,"Cork, Cloyne and Ross",047153002,328,14,29,12
047153001,ROI small area,"Cork, Cloyne and Ross",047153001,295,12,40,5
047224001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047053001,ROI small area,"Cork, Cloyne and Ross",047053001,267,13,12,7
047075003,ROI small area,"Cork, Cloyne and Ross",047075003,245,9,40,9
047075001,ROI small area,"Cork, Cloyne and Ross",047075001,274,2,26,15
047203001,ROI small area,"Cork, Cloyne and Ross",047203001,263,10,44,3
047162001,ROI small area,"Cork, Cloyne and Ross",047162001,192,7,8,8
047121001,ROI small area,"Tuam, Limerick and Killaloe",047121001,246,9,12,6
077054005,ROI small area,"Tuam, Limerick and Killaloe",077054005,288,4,24,6
077135001,ROI small area,"Tuam, Limerick and Killaloe",077135001,248,18,9,5
077063001,ROI small area,"Tuam, Limerick and Killaloe",077063001,192,5,6,1
077135002,ROI small area,"Tuam, Limerick and Killaloe",077135002,185,5,13,4
047228001,ROI small area,"Tuam, Limerick and Killaloe",047228001,184,3,6,1
047130002,ROI small area,"Tuam, Limerick and Killaloe",047130002,175,8,25,6
047130001,ROI small area,"Tuam, Limerick and Killaloe",047130001,228,11,13,4
047118001,ROI small area,"Cork, Cloyne and Ross",047118001,181,3,19,2
047055003/047055004,ROI small area,"Tuam, Limerick and Killaloe",047055003/047055004,181,14,26,3
047252002,ROI small area,"Tuam, Limerick and Killaloe",047252002,167,7,6,3
047029001,ROI small area,"Tuam, Limerick and Killaloe",047029001,262,7,23,3
047109001,ROI small area,"Tuam, Limerick and Killaloe",047109001,360,8,28,3
047179001,ROI small area,"Tuam, Limerick and Killaloe",047179001,324,16,28,8
047170001,ROI small area,"Tuam, Limerick and Killaloe",047170001,271,19,23,4
077139001,ROI small area,"Tuam, Limerick and Killaloe",077139001,156,6,9,3
077012001,ROI small area,"Tuam, Limerick and Killaloe",077012001,224,7,49,15
077078009,ROI small area,"Tuam, Limerick and Killaloe",077078009,99,26,8,1
077040001,ROI small area,"Tuam, Limerick and Killaloe",077040001,103,7,18,1
077099002,ROI small area,"Tuam, Limerick and Killaloe",077099002,176,17,20,3
077088001,ROI small area,"Tuam, Limerick and Killaloe",077088001,112,10,27,11
077120001,ROI small area,"Tuam, Limerick and Killaloe",077120001,74,11,29,1
077120002,ROI small area,"Tuam, Limerick and Killaloe",077120002,125,6,20,7
157121001,ROI small area,"Tuam, Limerick and Killaloe",157121001,134,2,2,8
157092001,ROI small area,"Tuam, Limerick and Killaloe",157092001,226,15,3,6
157093001,ROI small area,"Tuam, Limerick and Killaloe",157093001,91,6,7,5
157022001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207051001,ROI small area,"Tuam, Limerick and Killaloe",207051001,203,4,18,1
207016001,ROI small area,"Tuam, Limerick and Killaloe",207016001,91,1,11,14
207045001,ROI small area,"Tuam, Limerick and Killaloe",207045001,177,5,30,22
207063001/207075001,ROI small area,"Tuam, Limerick and Killaloe",207063001/207075001,209,19,15,17
207027001/207027003/207027004,ROI small area,"Kilmore, Elphin and Ardagh",207027001/207027003/207027004,193,5,36,27
137048001,ROI small area,"Kilmore, Elphin and Ardagh",137048001,187,5,22,24
197062001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207049002,ROI small area,"Tuam, Limerick and Killaloe",207049002,162,10,21,3
117071001,ROI small area,"Kilmore, Elphin and Ardagh",117071001,190,21,21,11
237045001,ROI small area,Meath and Kildare,237045001,329,17,34,24
117007001/117040001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
077043002/077043006,ROI small area,"Tuam, Limerick and Killaloe",077043002/077043006,107,4,32,1
077047002,ROI small area,"Tuam, Limerick and Killaloe",077047002,231,7,49,43
077091001,ROI small area,"Tuam, Limerick and Killaloe",077091001,301,27,33,6
077019001,ROI small area,"Tuam, Limerick and Killaloe",077019001,168,9,22,1
077068002,ROI small area,"Tuam, Limerick and Killaloe",077068002,328,16,35,15
077031002,ROI small area,"Tuam, Limerick and Killaloe",077031002,272,14,29,2
077138005,ROI small area,"Tuam, Limerick and Killaloe",077138005,121,6,15,3
077119001,ROI small area,"Tuam, Limerick and Killaloe",077119001,254,21,25,7
077103001,ROI small area,"Tuam, Limerick and Killaloe",077103001,187,2,7,5
077054004,ROI small area,"Tuam, Limerick and Killaloe",077054004,226,11,16,5
077103004,ROI small area,"Tuam, Limerick and Killaloe",077103004,175,15,11,7
077151002,ROI small area,"Tuam, Limerick and Killaloe",077151002,224,11,21,6
077111001,ROI small area,"Tuam, Limerick and Killaloe",077111001,223,21,20,9
077160025,ROI small area,"Tuam, Limerick and Killaloe",077160025,295,22,30,11
077025004,ROI small area,"Tuam, Limerick and Killaloe",077025004,294,33,39,12
077004004,ROI small area,"Tuam, Limerick and Killaloe",077004004,267,25,35,4
077001003,ROI small area,"Tuam, Limerick and Killaloe",077001003,163,6,21,1
077144002,ROI small area,"Tuam, Limerick and Killaloe",077144002,210,2,28,11
077094001,ROI small area,"Tuam, Limerick and Killaloe",077094001,207,4,24,1
077044002,ROI small area,"Tuam, Limerick and Killaloe",077044002,213,6,8,6
077017001,ROI small area,"Tuam, Limerick and Killaloe",077017001,330,14,31,9
077143001,ROI small area,"Tuam, Limerick and Killaloe",077143001,130,11,29,2
077113001,ROI small area,"Tuam, Limerick and Killaloe",077113001,194,10,25,5
077121002,ROI small area,"Tuam, Limerick and Killaloe",077121002,188,2,17,8
077118001,ROI small area,"Tuam, Limerick and Killaloe",077118001,170,4,13,11
077118003,ROI small area,"Tuam, Limerick and Killaloe",077118003,236,5,23,9
047131001,ROI small area,"Cork, Cloyne and Ross",047131001,168,25,54,13
047047001,ROI small area,"Cork, Cloyne and Ross",047047001,139,4,45,2
047113002,ROI small area,"Cork, Cloyne and Ross",047113002,100,8,49,13
047049001,ROI small area,"Cork, Cloyne and Ross",047049001,223,9,40,7
047048001,ROI small area,"Cork, Cloyne and Ross",047048001,152,2,19,5
047167002,ROI small area,"Cork, Cloyne and Ross",047167002,199,14,38,1
047092001,ROI small area,"Cork, Cloyne and Ross",047092001,159,5,45,4
047176002,ROI small area,"Cork, Cloyne and Ross",047176002,199,13,31,14
047127001,ROI small area,"Cork, Cloyne and Ross",047127001,208,2,16,16
047066001,ROI small area,"Cork, Cloyne and Ross",047066001,257,18,35,23
047074002,ROI small area,"Cork, Cloyne and Ross",047074002,160,9,27,36
047074001,ROI small area,"Cork, Cloyne and Ross",047074001,241,7,33,23
047301001,ROI small area,"Cork, Cloyne and Ross",047301001,255,5,36,8
047051001,ROI small area,"Cork, Cloyne and Ross",047051001,243,29,36,10
047264001,ROI small area,"Cork, Cloyne and Ross",047264001,194,15,23,2
047301002,ROI small area,"Cork, Cloyne and Ross",047301002,257,20,61,8
047172001,ROI small area,"Cork, Cloyne and Ross",047172001,243,8,31,27
047176001,ROI small area,"Cork, Cloyne and Ross",047176001,169,4,19,1
047242003,ROI small area,"Cork, Cloyne and Ross",047242003,277,8,34,24
047242001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047249001,ROI small area,"Cork, Cloyne and Ross",047249001,246,6,26,5
047006001,ROI small area,"Cork, Cloyne and Ross",047006001,237,9,33,7
127035001,ROI small area,"Tuam, Limerick and Killaloe",127035001,276,9,19,18
037106001,ROI small area,"Tuam, Limerick and Killaloe",037106001,191,11,14,16
037094001,ROI small area,"Tuam, Limerick and Killaloe",037094001,237,7,15,16
037139001,ROI small area,"Tuam, Limerick and Killaloe",037139001,183,6,14,4
037093001,ROI small area,"Tuam, Limerick and Killaloe",037093001,214,8,13,9
037019001,ROI small area,"Tuam, Limerick and Killaloe",037019001,190,16,17,2
037066002,ROI small area,"Tuam, Limerick and Killaloe",037066002,163,13,34,1
037076002,ROI small area,"Tuam, Limerick and Killaloe",037076002,145,2,8,0
037112002,ROI small area,"Tuam, Limerick and Killaloe",037112002,395,8,22,1
037030002,ROI small area,"Tuam, Limerick and Killaloe",037030002,427,12,21,10
037030001,ROI small area,"Tuam, Limerick and Killaloe",037030001,221,2,10,0
127085001,ROI small area,"Tuam, Limerick and Killaloe",127085001,314,8,25,3
127043002,ROI small area,"Tuam, Limerick and Killaloe",127043002,154,24,19,3
127043001,ROI small area,"Tuam, Limerick and Killaloe",127043001,216,9,35,0
037071002,ROI small area,"Tuam, Limerick and Killaloe",037071002,153,4,27,3
037010001,ROI small area,"Tuam, Limerick and Killaloe",037010001,195,7,24,5
037114002,ROI small area,"Tuam, Limerick and Killaloe",037114002,362,13,38,3
047010001,ROI small area,"Cork, Cloyne and Ross",047010001,280,30,56,8
047103001,ROI small area,"Cork, Cloyne and Ross",047103001,175,6,23,7
047205001/047205003,ROI small area,"Cork, Cloyne and Ross",047205001/047205003,215,6,35,8
047103003,ROI small area,"Cork, Cloyne and Ross",047103003,261,17,32,8
047322003,ROI small area,"Cork, Cloyne and Ross",047322003,324,20,38,84
227064001,ROI small area,"Cork, Cloyne and Ross",227064001,155,8,25,1
227047001,ROI small area,"Cork, Cloyne and Ross",227047001,316,29,35,7
227087001,ROI small area,"Cork, Cloyne and Ross",227087001,189,15,24,7
227053001,ROI small area,"Cork, Cloyne and Ross",227053001,185,11,40,4
227022002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
227022001,ROI small area,"Cork, Cloyne and Ross",227022001,191,4,59,1
227046001,ROI small area,"Cork, Cloyne and Ross",227046001,197,6,31,7
227029001,ROI small area,"Cork, Cloyne and Ross",227029001,168,11,60,18
047195002,ROI small area,"Cork, Cloyne and Ross",047195002,302,13,45,7
047278002,ROI small area,"Cork, Cloyne and Ross",047278002,305,34,58,9
047158002,ROI small area,"Cork, Cloyne and Ross",047158002,169,9,18,3
047218007,ROI small area,"Cork, Cloyne and Ross",047218007,154,5,16,2
047218006,ROI small area,"Cork, Cloyne and Ross",047218006,245,7,24,9
047237001,ROI small area,"Cork, Cloyne and Ross",047237001,310,15,48,8
047227001,ROI small area,"Cork, Cloyne and Ross",047227001,184,11,29,2
047227004,ROI small area,"Cork, Cloyne and Ross",047227004,231,12,32,27
047122001,ROI small area,"Cork, Cloyne and Ross",047122001,363,24,28,14
227086001,ROI small area,"Cork, Cloyne and Ross",227086001,250,8,36,6
227063001,ROI small area,"Cork, Cloyne and Ross",227063001,192,7,37,5
047227002,ROI small area,"Cork, Cloyne and Ross",047227002,232,6,26,14
227067001/227067003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047080001,ROI small area,"Cork, Cloyne and Ross",047080001,193,4,24,1
227068001,ROI small area,"Cork, Cloyne and Ross",227068001,200,12,21,4
227021001,ROI small area,"Cork, Cloyne and Ross",227021001,183,8,25,2
227044001,ROI small area,"Cork, Cloyne and Ross",227044001,193,3,23,2
227004001,ROI small area,"Cork, Cloyne and Ross",227004001,281,12,31,17
047128002,ROI small area,"Cork, Cloyne and Ross",047128002,198,10,33,11
047258002,ROI small area,"Cork, Cloyne and Ross",047258002,225,16,28,1
047258001,ROI small area,"Cork, Cloyne and Ross",047258001,228,1,28,7
047307001,ROI small area,"Cork, Cloyne and Ross",047307001,313,7,15,2
127055002,ROI small area,"Cork, Cloyne and Ross",127055002,175,6,5,6
047020001,ROI small area,"Cork, Cloyne and Ross",047020001,286,10,19,10
047258020,ROI small area,"Cork, Cloyne and Ross",047258020,245,11,25,1
127093001,ROI small area,"Cork, Cloyne and Ross",127093001,277,5,14,19
127104001,ROI small area,"Cork, Cloyne and Ross",127104001,219,5,13,4
127086001,ROI small area,"Cork, Cloyne and Ross",127086001,222,2,41,5
047166001,ROI small area,"Cork, Cloyne and Ross",047166001,271,10,38,11
217024002,ROI small area,"Cork, Cloyne and Ross",217024002,197,11,21,2
217024001,ROI small area,"Cork, Cloyne and Ross",217024001,137,3,21,1
217048002,ROI small area,"Cork, Cloyne and Ross",217048002,144,5,13,10
217060001,ROI small area,"Cork, Cloyne and Ross",217060001,341,11,29,8
037144001,ROI small area,"Tuam, Limerick and Killaloe",037144001,114,1,40,6
037075001,ROI small area,"Tuam, Limerick and Killaloe",037075001,205,4,40,5
037129001,ROI small area,"Tuam, Limerick and Killaloe",037129001,93,3,12,3
037141001,ROI small area,"Tuam, Limerick and Killaloe",037141001,145,10,14,8
037141002,ROI small area,"Tuam, Limerick and Killaloe",037141002,233,13,12,10
037045001,ROI small area,"Tuam, Limerick and Killaloe",037045001,156,7,28,3
037088001,ROI small area,"Tuam, Limerick and Killaloe",037088001,293,6,36,12
037042002,ROI small area,"Tuam, Limerick and Killaloe",037042002,137,6,19,3
037025001,ROI small area,"Tuam, Limerick and Killaloe",037025001,65,1,5,0
067041002/067041003,ROI small area,"Tuam, Limerick and Killaloe",067041002/067041003,80,3,8,1
067087001/067087002,ROI small area,"Tuam, Limerick and Killaloe",067087001/067087002,66,4,20,7
067155004,ROI small area,"Tuam, Limerick and Killaloe",067155004,114,2,13,10
067155002,ROI small area,"Tuam, Limerick and Killaloe",067155002,236,51,19,18
067094001,ROI small area,"Tuam, Limerick and Killaloe",067094001,112,1,10,3
067194003/067194005,ROI small area,"Tuam, Limerick and Killaloe",067194003/067194005,87,6,10,3
067102005,ROI small area,"Tuam, Limerick and Killaloe",067102005,237,24,13,6
067200002/067200003,ROI small area,"Tuam, Limerick and Killaloe",067200002/067200003,103,2,6,4
067102001/067102006,ROI small area,"Tuam, Limerick and Killaloe",067102001/067102006,271,15,8,28
067074010/067074013,ROI small area,"Tuam, Limerick and Killaloe",067074010/067074013,185,7,21,20
067122001,ROI small area,"Tuam, Limerick and Killaloe",067122001,246,6,46,15
067200001/067200005,ROI small area,"Tuam, Limerick and Killaloe",067200001/067200005,213,7,11,6
067214001/067214006,ROI small area,"Tuam, Limerick and Killaloe",067214001/067214006,125,13,16,12
067214002/067214005,ROI small area,"Tuam, Limerick and Killaloe",067214002/067214005,83,6,4,6
067182003/067182004/067182005,ROI small area,"Tuam, Limerick and Killaloe",067182003/067182004/067182005,87,10,11,3
067186002,ROI small area,"Tuam, Limerick and Killaloe",067186002,113,1,19,7
067044002,ROI small area,"Tuam, Limerick and Killaloe",067044002,136,15,17,6
047219001,ROI small area,"Tuam, Limerick and Killaloe",047219001,186,7,18,5
047099001,ROI small area,"Tuam, Limerick and Killaloe",047099001,120,12,17,1
047098001,ROI small area,"Tuam, Limerick and Killaloe",047098001,176,2,30,6
077083002,ROI small area,"Tuam, Limerick and Killaloe",077083002,150,7,9,7
077083001,ROI small area,"Tuam, Limerick and Killaloe",077083001,178,8,16,0
127112002,ROI small area,"Tuam, Limerick and Killaloe",127112002,213,11,31,3
047225001,ROI small area,"Tuam, Limerick and Killaloe",047225001,151,7,20,5
047044001,ROI small area,"Tuam, Limerick and Killaloe",047044001,207,4,29,6
047161002,ROI small area,"Tuam, Limerick and Killaloe",047161002,167,16,12,3
047161001,ROI small area,"Tuam, Limerick and Killaloe",047161001,209,5,11,6
047043001,ROI small area,"Tuam, Limerick and Killaloe",047043001,235,3,17,39
047196001,ROI small area,"Cork, Cloyne and Ross",047196001,196,11,31,5
047299001,ROI small area,"Cork, Cloyne and Ross",047299001,66,2,34,5
047012002,ROI small area,"Cork, Cloyne and Ross",047012002,242,5,31,19
127021001,ROI small area,"Cork, Cloyne and Ross",127021001,202,3,17,2
047196003,ROI small area,"Cork, Cloyne and Ross",047196003,176,3,12,1
127119001,ROI small area,"Cork, Cloyne and Ross",127119001,192,3,23,4
127092001,ROI small area,"Cork, Cloyne and Ross",127092001,193,5,26,7
127057001,ROI small area,"Cork, Cloyne and Ross",127057001,318,7,42,8
077024002,ROI small area,"Tuam, Limerick and Killaloe",077024002,315,14,16,2
077090002,ROI small area,"Tuam, Limerick and Killaloe",077090002,150,6,18,3
077020001/077020008,ROI small area,"Tuam, Limerick and Killaloe",077020001/077020008,172,7,19,14
037070002/037070003,ROI small area,"Tuam, Limerick and Killaloe",037070002/037070003,123,2,10,3
077100001,ROI small area,"Tuam, Limerick and Killaloe",077100001,207,3,14,8
077093002,ROI small area,"Tuam, Limerick and Killaloe",077093002,330,12,21,4
077107002,ROI small area,"Tuam, Limerick and Killaloe",077107002,211,3,18,0
077046003,ROI small area,"Tuam, Limerick and Killaloe",077046003,213,2,16,7
077107001/077107003,ROI small area,"Tuam, Limerick and Killaloe",077107001/077107003,237,7,11,4
077069002,ROI small area,"Tuam, Limerick and Killaloe",077069002,184,4,11,2
077096003,ROI small area,"Tuam, Limerick and Killaloe",077096003,270,10,33,0
077048001,ROI small area,"Tuam, Limerick and Killaloe",077048001,120,5,13,9
077155001,ROI small area,"Tuam, Limerick and Killaloe",077155001,163,10,54,11
077032001,ROI small area,"Tuam, Limerick and Killaloe",077032001,112,4,21,22
077043004,ROI small area,"Tuam, Limerick and Killaloe",077043004,107,7,28,1
077098001,ROI small area,"Tuam, Limerick and Killaloe",077098001,215,23,49,10
077117001,ROI small area,"Tuam, Limerick and Killaloe",077117001,205,14,18,8
077028001,ROI small area,"Tuam, Limerick and Killaloe",077028001,154,7,7,1
127024002,ROI small area,"Tuam, Limerick and Killaloe",127024002,192,5,17,1
127016002,ROI small area,"Tuam, Limerick and Killaloe",127016002,198,11,7,2
127089001,ROI small area,"Tuam, Limerick and Killaloe",127089001,183,12,8,7
127078001,ROI small area,"Tuam, Limerick and Killaloe",127078001,220,15,18,3
127096001,ROI small area,"Tuam, Limerick and Killaloe",127096001,162,11,13,2
127089002,ROI small area,"Tuam, Limerick and Killaloe",127089002,223,3,6,0
127080002,ROI small area,"Tuam, Limerick and Killaloe",127080002,231,20,23,5
037089001,ROI small area,"Tuam, Limerick and Killaloe",037089001,129,0,8,2
127071001,ROI small area,"Tuam, Limerick and Killaloe",127071001,217,1,11,1
127099001,ROI small area,"Tuam, Limerick and Killaloe",127099001,226,51,25,2
127099002,ROI small area,"Tuam, Limerick and Killaloe",127099002,260,8,33,7
127064002,ROI small area,"Tuam, Limerick and Killaloe",127064002,232,11,13,4
